Customer_ID,Age,Annual_Income,Spending_Score,Total_Purchases,Average_Order_Value,Total_Spending,Purchase_Frequency,Website_Visits,App_Visits,Email_Opens,Discount_Usage,Returns_Count,Customer_Satisfaction,Days_Since_Last_Purchase,Loyalty_Points,Product_Categories,Online_Purchases,Offline_Purchases,Mobile_Purchases,Coupon_Usage,Support_Calls,Referral_Count,Social_Media_Interactions,Cluster
CUST00595,21,44431.0,41.0,10,974.65,26000.26,16.41,84,38,71,7,10,2.79,58,15827,12,77,61,50,38,9,3,93,0
CUST00596,67,102976.0,33.0,53,193.37,10856.93,21.77,146,25,65,13,4,4.1,18,9431,10,17,23,37,30,2,6,140,0
CUST00597,62,100711.0,50.0,44,424.32,14307.56,20.79,45,59,5,9,11,3.11,208,36918,13,26,39,11,28,0,5,29,0
CUST00598,28,44385.0,68.0,47,1040.3,20135.58,15.84,108,101,30,2,1,2.27,135,44057,1,50,75,76,35,2,14,184,0
CUST00599,46,36639.0,71.0,53,202.81,40630.93,2.34,62,127,9,37,12,2.03,332,9496,2,59,46,65,12,4,10,29,1
CUST00600,53,103530.0,86.0,74,117.63,890.33,3.25,59,41,20,28,5,1.15,10,23331,3,73,7,53,8,6,8,198,1
CUST00601,42,39563.0,33.0,46,591.75,32539.07,1.71,138,57,73,14,2,3.33,69,39238,9,48,53,38,20,2,6,9,1
CUST00602,38,133672.0,81.0,13,376.86,33510.05,6.81,11,48,22,22,14,1.92,341,46025,5,14,8,75,2,3,11,98,1
CUST00603,53,100970.0,24.0,37,684.82,39973.06,3.82,102,72,2,22,5,2.99,83,23563,10,72,2,38,24,16,4,193,1
CUST00604,27,103553.0,61.0,24,968.49,46651.1,6.87,70,56,31,17,11,3.62,109,3712,10,67,53,77,24,2,5,93,0
CUST00605,54,100879.0,61.0,2,181.84,1202.86,9.93,123,65,19,45,4,3.72,44,28531,12,14,20,29,11,3,9,38,1
CUST00606,26,62859.0,98.0,86,705.22,7858.43,23.6,34,12,73,18,13,4.01,132,45489,2,50,47,47,28,1,8,36,0
CUST00607,41,70098.0,28.0,81,616.5,44331.33,15.45,101,69,28,27,1,3.01,18,32664,10,47,46,30,10,13,0,130,1
CUST00608,52,140413.0,58.0,14,190.01,23034.22,20.96,145,134,51,25,14,4.58,93,45263,5,71,67,24,10,4,10,88,1
CUST00609,66,18526.0,43.0,10,756.32,28316.61,17.9,104,89,45,9,11,4.75,294,12420,5,0,62,67,25,1,8,161,0
CUST00610,52,86760.0,41.0,35,342.9,33218.75,3.26,40,25,33,46,12,4.23,148,5315,1,6,15,50,13,14,5,165,1
CUST00611,65,65837.0,39.0,25,595.64,34017.52,18.53,19,1,83,3,13,3.54,172,5381,3,52,73,12,15,10,11,13,0
CUST00612,53,29536.0,86.0,3,117.08,46600.67,7.24,67,131,60,1,4,2.21,51,9497,5,30,4,62,9,9,3,191,1
CUST00613,35,46541.0,49.0,17,562.31,49848.08,16.16,82,49,71,2,4,4.93,19,29040,9,17,10,41,30,19,11,38,1
CUST00614,66,97083.0,17.0,12,381.63,36063.84,8.85,64,147,70,6,13,2.1,120,32375,10,11,28,53,30,0,4,181,1
CUST00615,56,52531.0,98.0,54,990.41,14503.62,24.94,83,60,69,15,8,1.81,324,13494,1,47,78,66,35,18,12,129,0
CUST00616,49,26712.0,70.0,24,87.23,44011.67,6.96,47,2,10,30,10,2.77,225,31752,8,29,69,79,9,13,0,42,1
CUST00617,41,122101.0,70.0,29,513.96,2651.2,7.34,6,73,81,9,7,1.23,66,25357,1,6,47,55,25,13,6,180,0
CUST00618,40,83455.0,98.0,43,560.95,11707.83,23.3,16,145,92,18,11,4.91,141,16950,9,2,14,18,19,0,12,130,1
CUST00619,49,92744.0,65.0,25,875.51,44889.81,1.1,146,110,88,27,11,3.35,189,15752,6,62,33,45,8,8,14,168,1
CUST00620,54,147749.0,74.0,60,697.66,12958.34,17.57,39,61,62,16,6,3.23,158,37390,1,5,59,14,14,16,14,7,0
CUST00621,29,23109.0,85.0,90,807.31,11188.42,18.27,113,17,20,27,14,3.62,98,4132,8,14,61,31,8,13,12,95,0
CUST00622,66,67268.0,5.0,65,936.92,7078.64,20.99,140,49,2,18,14,2.99,158,41598,5,70,1,48,6,12,7,190,1
CUST00623,30,72615.0,2.0,84,1037.4,42983.77,24.37,138,76,81,36,11,1.13,246,28276,7,42,79,20,25,12,10,64,0
CUST00624,40,100503.0,22.0,28,390.37,25102.9,24.4,71,148,87,22,12,3.45,344,39763,7,17,18,64,23,5,4,78,1
CUST00625,42,103708.0,57.0,16,654.87,33809.68,2.1,110,131,9,19,14,3.86,236,20551,7,21,48,69,11,6,1,131,1
CUST00626,52,120471.0,66.0,47,1011.33,12105.51,20.64,55,43,26,12,13,2.67,33,26975,6,60,77,26,19,1,7,67,0
CUST00627,58,101309.0,74.0,81,1187.55,37950.41,16.33,129,57,11,12,2,4.03,361,2670,11,60,27,22,13,7,9,91,0
CUST00628,47,144446.0,98.0,92,1069.63,38048.28,16.36,49,50,6,42,9,1.91,241,9364,8,52,47,46,21,5,6,9,0
CUST00629,34,124661.0,16.0,58,458.33,15767.38,3.64,21,37,16,10,3,1.89,330,26296,9,25,36,11,15,2,9,74,0
CUST00630,66,24154.0,51.0,76,250.3,20652.0,16.43,37,46,64,47,5,1.65,338,24680,12,39,73,65,28,17,8,177,0
CUST00631,37,82288.0,39.0,27,597.48,10642.58,24.57,116,15,63,14,2,2.49,275,18066,2,7,48,4,31,17,3,150,0
CUST00632,65,69195.0,86.0,53,895.14,48832.74,22.84,24,80,25,16,10,4.39,71,28892,7,20,47,8,18,5,10,60,1
CUST00633,42,38581.0,76.0,42,601.23,32351.01,11.26,55,139,14,49,8,4.31,313,10041,2,42,72,19,34,10,8,46,1
CUST00634,39,48087.0,88.0,59,590.15,46740.29,1.48,25,148,32,27,7,2.53,216,9054,6,20,28,62,31,2,3,2,1
CUST00635,30,87298.0,40.0,47,1009.11,15308.6,9.38,135,24,61,18,5,3.36,79,11637,2,2,59,71,19,15,2,102,0
CUST00636,36,64167.0,38.0,94,446.46,39138.17,20.75,127,125,46,3,3,3.88,169,10757,10,30,28,72,39,4,14,16,0
CUST00637,66,57499.0,60.0,34,1034.56,38339.76,17.69,93,118,94,21,6,1.96,298,41258,6,26,57,70,19,1,10,21,0
CUST00638,53,143816.0,59.0,37,500.03,34644.45,11.75,94,80,34,21,12,1.67,180,27484,2,26,47,29,7,14,2,115,1
CUST00639,29,114347.0,10.0,6,407.32,48288.82,1.85,71,94,64,36,14,4.89,116,12329,1,72,22,15,34,15,9,90,1
CUST00640,58,66787.0,48.0,7,555.71,19799.06,10.96,122,65,71,38,10,3.47,260,33538,7,56,26,4,12,6,1,143,1
CUST00641,36,53488.0,64.0,96,919.69,6709.72,11.99,24,88,75,33,2,4.93,260,27115,3,32,6,28,5,15,9,103,1
CUST00642,29,92441.0,63.0,96,168.68,33651.1,23.25,11,88,82,32,9,2.35,5,26038,14,43,48,46,15,3,2,2,1
CUST00643,26,40431.0,49.0,25,251.77,36519.63,16.21,73,145,24,43,14,3.81,297,36622,12,42,53,21,4,15,13,51,1
CUST00644,24,79681.0,64.0,33,1142.7,28838.02,8.14,12,126,56,41,7,1.89,108,35886,14,30,67,77,33,16,7,110,0
CUST00645,45,140720.0,32.0,55,227.08,10499.53,13.37,35,89,31,39,0,2.04,343,9901,13,64,77,56,5,1,10,160,0
CUST00646,31,67153.0,7.0,58,689.92,25321.91,2.12,141,61,62,32,2,3.05,360,17374,4,75,41,34,32,15,7,41,0
CUST00647,48,24368.0,21.0,7,703.59,15747.05,24.33,23,15,11,11,10,2.28,117,49862,13,16,73,59,14,3,1,129,1
CUST00648,69,130360.0,20.0,57,597.76,21487.83,9.32,83,94,62,1,4,1.67,357,46290,6,14,58,69,14,6,10,38,0
CUST00649,36,130755.0,26.0,12,780.8,32331.89,12.21,88,51,76,27,4,2.05,331,32806,5,33,43,59,13,17,1,45,0
CUST00650,64,74985.0,68.0,16,291.2,37311.69,9.2,80,27,91,9,9,1.14,331,17659,4,79,25,57,38,5,1,47,0
CUST00651,33,68069.0,86.0,80,672.14,11764.79,17.22,97,74,0,21,13,3.82,13,48770,9,3,22,2,4,17,9,26,1
CUST00652,22,70326.0,15.0,43,459.16,20385.2,16.72,140,61,50,16,1,2.97,142,23453,6,71,72,33,25,6,6,14,0
CUST00653,52,126737.0,85.0,77,800.77,13604.25,18.03,34,31,69,25,9,1.38,188,30498,6,78,7,44,16,1,14,6,0
CUST00654,29,68861.0,79.0,7,186.64,10091.85,7.07,75,12,7,2,7,1.69,281,4857,2,27,52,49,15,18,5,108,0
CUST00655,42,93897.0,86.0,51,693.64,39212.68,8.23,128,46,67,6,4,1.41,115,16312,6,72,13,1,34,8,11,184,0
CUST00656,69,145118.0,92.0,73,238.62,45480.78,3.57,141,32,4,43,6,3.45,236,1436,7,1,70,14,37,3,10,41,0
CUST00657,38,86577.0,14.0,32,348.8,18637.56,16.56,31,61,88,7,14,1.38,338,27569,8,16,6,36,22,13,0,8,0
CUST00658,53,27078.0,27.0,75,278.08,37613.69,1.48,130,46,85,19,6,4.02,10,24949,14,57,8,14,12,4,1,104,1
CUST00659,40,80768.0,40.0,8,235.75,44870.37,15.14,103,85,91,11,13,1.08,199,7693,8,73,2,59,32,6,13,133,1
CUST00660,33,69047.0,58.0,97,994.34,42336.99,21.81,15,80,38,34,4,2.0,252,45986,9,8,77,63,28,7,0,184,0
CUST00661,56,89626.0,28.0,87,357.13,9304.11,22.33,57,135,22,16,7,4.56,50,37019,10,30,16,51,33,14,14,75,1
CUST00662,62,75660.0,26.0,89,1114.01,47823.34,11.5,75,4,67,27,8,3.87,142,9305,11,65,43,22,33,18,11,29,0
CUST00663,59,135832.0,63.0,72,1164.51,18958.49,11.75,34,52,51,40,3,1.29,271,32646,13,61,45,36,26,10,10,182,0
CUST00664,56,148406.0,66.0,45,694.09,17094.18,2.39,103,112,3,9,3,4.28,16,27302,12,18,57,40,14,19,6,83,1
CUST00665,31,143150.0,25.0,86,188.74,3309.08,16.93,75,36,46,21,7,2.97,2,10590,3,73,27,56,8,3,5,125,0
CUST00666,48,51320.0,3.0,59,461.97,24411.45,20.62,29,54,20,37,0,4.39,158,40430,10,54,13,24,25,17,1,83,1
CUST00667,22,82881.0,72.0,4,961.32,5628.88,6.49,16,119,55,32,14,3.4,30,3123,7,27,8,36,2,13,1,53,1
CUST00668,52,108827.0,44.0,67,453.52,12577.28,10.82,77,127,65,21,3,3.73,82,49805,7,49,25,39,35,5,1,109,1
CUST00669,40,120215.0,97.0,29,122.68,15983.74,21.05,37,17,58,43,5,4.97,31,4158,1,64,1,45,4,15,7,26,1
CUST00670,46,79550.0,42.0,29,677.01,40479.55,21.99,81,75,6,36,12,1.93,236,8700,8,2,74,59,19,17,13,83,0
CUST00671,60,42826.0,99.0,98,1017.24,43799.33,6.46,149,105,48,12,3,3.5,333,10531,4,78,33,18,19,0,6,186,0
CUST00672,28,118734.0,6.0,98,959.19,15262.82,13.99,124,117,15,26,5,2.84,148,27738,5,51,18,8,4,7,0,6,0
CUST00673,35,116511.0,39.0,28,226.65,42963.17,5.22,19,43,16,14,4,1.16,177,9879,14,9,38,68,9,0,3,167,1
CUST00674,64,29653.0,52.0,77,813.86,42890.1,3.0,102,112,83,21,13,1.06,35,5543,6,20,12,4,15,0,10,103,1
CUST00675,29,99941.0,23.0,79,280.2,38279.62,22.82,136,115,86,29,8,1.48,23,46748,3,36,4,25,24,18,3,71,1
CUST00676,26,51662.0,89.0,87,277.48,7505.42,20.6,77,27,97,42,9,3.6,106,47924,5,14,49,18,24,9,6,1,1
CUST00677,27,116818.0,50.0,44,1051.4,34578.08,19.12,41,37,74,39,8,3.27,97,42348,10,77,22,29,29,17,1,141,1
CUST00678,61,113081.0,43.0,90,314.61,47262.2,1.69,61,46,33,36,3,3.21,230,18581,5,78,28,47,13,11,3,137,1
CUST00679,34,54877.0,19.0,4,330.63,34190.52,21.17,26,113,32,33,12,1.13,227,36679,1,73,71,15,21,16,0,49,1
CUST00680,55,129562.0,69.0,90,20.77,16714.52,11.23,71,35,25,43,13,2.88,100,13582,3,8,25,70,27,0,12,145,1
CUST00681,24,90715.0,51.0,9,1047.39,25128.85,8.89,103,132,65,33,3,4.7,55,43888,3,43,78,17,29,7,14,17,0
CUST00682,63,128091.0,11.0,5,955.26,32357.11,13.89,70,80,62,47,11,2.59,195,30276,1,38,56,55,18,9,12,15,0
CUST00683,30,97148.0,12.0,56,760.25,25626.41,2.74,107,80,86,34,7,3.5,8,38003,13,4,0,20,37,9,10,51,1
CUST00684,57,101186.0,74.0,96,905.31,6173.66,19.04,107,121,40,41,9,4.12,315,4799,7,24,27,30,19,17,10,196,0
CUST00685,59,141629.0,8.0,84,199.42,15740.79,14.77,103,147,85,18,14,4.14,128,25091,1,55,61,0,34,8,3,179,0
CUST00686,26,88316.0,24.0,50,560.82,40159.32,5.07,19,122,57,7,3,3.08,32,28234,7,63,46,2,21,1,10,158,1
CUST00687,67,46380.0,92.0,75,434.44,43098.62,5.11,68,81,97,38,1,4.43,93,46993,4,71,77,24,14,2,14,83,1
CUST00688,44,128198.0,41.0,15,130.66,7037.54,5.01,70,119,78,32,12,2.57,7,24605,9,51,58,7,10,1,13,150,1
CUST00689,19,20356.0,36.0,32,593.63,47628.86,1.9,113,58,9,43,12,4.55,258,49477,7,75,30,64,33,5,0,95,1
CUST00690,22,88326.0,85.0,28,1106.47,16575.37,14.9,57,63,14,27,13,1.96,341,36534,5,8,69,61,23,11,1,41,0
CUST00691,46,110447.0,72.0,22,67.27,33183.22,21.09,61,100,41,36,14,2.12,220,31668,7,9,48,6,5,18,1,189,1
CUST00692,54,132994.0,55.0,17,363.92,37640.89,0.93,92,66,92,47,1,1.21,240,4111,9,9,4,6,16,14,11,112,1
CUST00693,55,38049.0,9.0,59,264.9,40634.92,1.7,30,145,56,24,0,2.99,106,24686,10,72,30,7,27,18,9,177,1
CUST00694,36,123361.0,47.0,90,301.01,47298.34,14.53,127,85,86,35,4,2.67,36,7015,6,61,36,18,30,11,11,123,0
CUST00695,25,34082.0,15.0,71,1091.95,15783.39,20.58,115,137,16,16,14,1.92,45,6856,1,59,78,16,35,17,2,14,0
CUST00696,65,18661.0,48.0,57,572.32,42953.62,8.51,6,144,59,23,5,1.93,298,16490,6,18,14,10,8,15,7,89,1
CUST00697,62,20920.0,82.0,26,570.23,6758.01,9.07,18,123,8,20,8,2.99,309,35194,1,37,51,48,9,1,10,171,1
CUST00698,18,97561.0,42.0,25,917.48,35311.04,15.11,10,2,35,1,4,4.34,9,14497,13,5,68,10,20,10,5,41,0
CUST00699,39,26946.0,60.0,10,202.3,37150.49,7.22,92,106,72,30,12,3.21,87,23194,12,14,10,40,33,11,5,44,1
CUST00700,69,34309.0,48.0,45,594.97,33950.62,1.15,139,108,79,43,5,3.46,331,44104,4,46,42,61,30,4,8,93,1
CUST00701,34,73230.0,70.0,83,527.38,12765.27,18.51,77,72,35,32,5,2.9,177,5316,14,44,69,51,28,5,7,106,0
CUST00702,24,129822.0,12.0,11,724.35,43677.55,15.83,101,126,47,29,2,2.57,130,38130,8,4,22,65,10,10,1,162,1
CUST00703,42,130340.0,2.0,77,1199.48,8609.15,14.73,84,57,50,11,11,4.66,195,4693,5,77,39,67,32,9,14,21,0
CUST00704,62,77321.0,7.0,53,927.95,2871.01,18.67,52,81,96,43,3,1.5,11,41758,5,52,62,74,0,3,5,127,0
CUST00705,21,92131.0,80.0,72,489.48,35929.76,17.04,31,141,94,11,0,2.67,306,29954,13,65,1,66,20,8,0,37,1
CUST00706,53,43963.0,3.0,68,996.51,23878.69,5.54,145,19,69,48,3,2.38,122,47901,10,61,78,39,22,11,12,96,0
CUST00707,23,119757.0,3.0,95,221.44,42485.08,9.14,110,7,73,23,0,2.99,235,21652,11,22,72,4,8,9,13,197,0
CUST00708,48,117259.0,27.0,28,55.95,19293.18,3.59,93,137,79,23,14,2.83,331,14178,8,43,46,21,0,13,8,191,1
CUST00709,36,57063.0,40.0,75,261.25,8580.27,3.68,53,54,67,10,4,3.08,31,43397,8,51,29,36,20,4,3,100,1
CUST00710,61,132225.0,33.0,65,421.69,41854.82,17.07,145,104,21,12,10,1.56,348,14751,1,45,15,10,21,0,3,6,0
CUST00711,56,134400.0,92.0,49,622.49,27535.7,21.54,86,86,76,26,10,3.05,224,425,13,18,58,43,3,4,8,43,0
CUST00712,44,98818.0,1.0,47,745.85,9621.95,24.09,2,82,79,7,7,1.97,153,3044,13,46,46,52,0,15,2,75,0
CUST00713,27,22703.0,8.0,52,1094.51,36075.12,15.89,86,61,92,9,7,1.74,212,11480,5,51,29,76,9,4,4,6,0
CUST00714,43,90099.0,32.0,88,621.63,25653.46,5.01,133,87,5,7,4,1.26,92,43874,12,23,8,60,14,4,0,193,1
CUST00715,36,49585.0,48.0,54,611.51,30294.79,3.09,4,2,25,19,13,4.05,331,38997,5,16,64,66,35,17,5,59,1
CUST00716,56,61585.0,4.0,60,79.29,23152.74,20.41,6,31,74,7,9,2.71,348,1239,8,45,58,12,28,5,2,0,0
CUST00717,20,44958.0,94.0,57,61.2,41469.71,14.68,149,33,87,8,1,3.51,129,6566,1,63,63,10,4,17,0,61,0
CUST00718,62,44017.0,70.0,47,670.37,41512.22,15.65,118,80,92,6,11,3.91,197,19775,7,27,7,10,28,9,9,86,1
CUST00719,30,142677.0,19.0,31,537.05,35527.56,19.65,89,11,2,13,5,3.72,42,36981,7,49,51,6,26,14,5,88,0
CUST00720,67,47426.0,32.0,46,1010.23,5448.99,17.73,14,128,51,27,0,2.88,228,3006,13,63,17,16,24,10,13,17,0
CUST00721,45,35778.0,9.0,26,209.6,41974.92,20.94,56,135,73,1,6,2.55,194,7025,9,27,57,47,15,18,11,107,0
CUST00722,37,60229.0,12.0,5,49.47,33616.45,1.88,81,128,59,42,10,2.5,18,19423,2,55,48,13,15,12,9,134,1
CUST00723,45,104652.0,11.0,84,549.87,34911.8,18.81,149,31,62,7,3,3.56,333,39326,3,58,31,62,35,19,1,114,0
CUST00724,25,146267.0,46.0,52,300.22,18276.55,21.35,46,126,64,12,4,2.98,243,25174,4,4,47,63,24,2,7,53,0
CUST00725,58,144503.0,16.0,75,78.54,43988.12,7.51,144,47,51,20,5,4.4,276,26663,1,53,44,74,0,15,13,66,1
CUST00726,56,102878.0,1.0,54,875.03,36323.51,16.19,16,107,89,46,10,4.5,127,33952,7,43,53,76,4,6,12,92,1
CUST00727,18,75056.0,63.0,33,151.68,5807.01,8.2,120,19,75,27,0,1.68,75,27326,14,41,45,64,19,11,14,137,0
CUST00728,20,37975.0,21.0,50,737.82,20507.35,23.97,84,81,13,34,8,1.54,62,31139,10,71,30,33,4,14,10,188,1
CUST00729,30,106397.0,30.0,38,351.64,44341.74,1.32,8,123,88,22,9,3.52,288,47198,3,56,36,8,35,7,11,58,1
CUST00730,45,51142.0,13.0,27,224.73,2550.4,14.7,88,134,71,45,3,2.2,186,8102,3,46,15,76,28,16,1,186,1
CUST00731,66,44916.0,34.0,98,468.11,48078.55,4.58,131,107,67,14,7,1.07,178,46637,3,75,45,36,33,0,3,68,1
CUST00732,42,82324.0,4.0,15,965.71,34022.3,17.95,19,49,27,1,4,4.55,166,7116,8,24,45,29,17,7,13,190,0
CUST00733,50,143932.0,28.0,96,482.67,31642.52,4.81,97,73,70,11,10,1.91,183,12937,9,43,77,40,1,13,2,97,0
CUST00734,55,114059.0,95.0,61,905.91,13673.85,6.27,66,50,9,35,7,4.72,28,30161,10,14,60,44,15,9,8,7,1
CUST00735,23,116317.0,59.0,21,168.07,12589.83,12.61,79,81,56,2,14,3.87,330,4383,13,50,45,46,28,18,1,54,0
CUST00736,61,53046.0,27.0,46,931.87,47114.5,22.91,86,95,99,4,0,4.05,247,20320,14,52,50,6,32,7,2,133,0
CUST00737,62,119459.0,69.0,69,299.58,15053.97,5.69,124,12,65,2,7,1.81,337,4507,2,33,61,13,15,18,6,128,0
CUST00738,49,63893.0,25.0,6,819.32,38820.16,4.03,46,23,89,46,10,1.94,22,14735,10,76,34,47,34,3,3,55,1
CUST00739,62,119520.0,3.0,38,687.62,19777.47,19.09,113,54,49,18,12,3.09,96,29713,10,7,41,5,16,9,5,103,0
CUST00740,64,143818.0,97.0,62,1116.39,7134.85,12.77,91,118,13,1,10,1.69,122,16519,1,76,44,33,3,2,2,113,0
CUST00741,38,79272.0,68.0,86,477.04,733.62,22.84,141,59,15,43,3,2.22,250,2025,14,69,67,79,3,3,0,87,0
CUST00742,33,85649.0,25.0,62,98.07,27304.02,4.09,33,3,53,36,1,2.29,308,19919,9,20,74,45,24,15,10,137,0
CUST00743,38,82674.0,20.0,82,42.6,48793.79,16.33,133,58,42,16,10,1.64,334,37622,6,6,46,58,32,3,5,107,1
CUST00744,28,104475.0,34.0,78,995.69,18582.98,6.21,77,57,41,13,5,1.82,326,38135,14,78,78,69,13,19,3,22,0
CUST00745,54,79367.0,26.0,74,639.19,17988.18,4.34,121,145,80,27,1,4.15,137,35658,9,55,29,7,23,19,1,143,1
CUST00746,53,139750.0,5.0,46,934.79,17335.76,17.24,128,90,21,26,4,1.67,277,19141,6,48,23,23,10,12,6,100,0
CUST00747,52,136154.0,99.0,13,296.62,26123.08,15.05,78,55,67,9,1,1.11,320,29696,2,41,65,66,24,16,14,143,0
CUST00748,36,62738.0,61.0,95,427.2,22145.11,18.99,67,45,18,2,2,3.52,332,3773,1,22,42,3,27,15,9,55,0
CUST00749,37,51397.0,92.0,94,55.52,44019.75,8.08,115,1,65,35,10,4.9,61,24956,14,51,33,0,6,16,12,107,1
CUST00750,35,100189.0,93.0,3,1154.56,25374.94,11.48,63,21,38,37,5,2.32,250,15819,8,78,22,33,35,5,11,94,0
CUST00751,64,94367.0,9.0,94,808.08,25486.34,10.43,113,21,72,24,0,1.47,95,1528,3,52,60,8,9,2,14,5,0
CUST00752,58,138585.0,50.0,6,1121.18,7090.91,24.61,94,52,18,21,5,3.28,296,20955,1,15,36,62,35,19,12,29,0
CUST00753,66,85688.5,6.0,93,333.29,49140.43,7.66,48,82,15,47,2,4.63,184,44588,8,36,12,75,30,3,4,190,1
CUST00754,31,129453.0,83.0,8,741.53,12648.65,7.72,12,67,53,38,6,4.14,260,5049,12,17,70,9,18,7,5,128,0
CUST00755,32,37816.0,60.0,44,820.63,3853.53,9.19,145,113,24,46,1,3.49,287,33616,1,19,6,9,17,19,5,50,1
CUST00756,48,97530.0,44.0,33,394.71,33224.68,14.33,40,44,17,29,13,2.26,155,20511,8,45,41,49,5,8,13,105,1
CUST00757,18,126856.0,11.0,81,1020.77,29849.25,6.68,85,10,22,20,5,3.17,186,10119,1,1,37,43,27,0,8,88,0
CUST00758,20,89635.0,66.0,75,1137.65,20874.25,22.92,57,64,84,29,7,1.36,69,10357,9,62,51,47,6,12,11,126,0
CUST00759,33,125803.0,47.0,77,1064.13,21225.17,7.01,87,69,10,27,14,3.72,326,16167,14,2,43,5,37,1,1,45,0
CUST00760,40,53946.0,73.0,50,892.1,39296.18,22.45,84,68,38,30,14,3.9,261,45246,9,45,63,23,11,9,11,120,1
CUST00761,28,73204.0,85.0,11,347.41,9946.49,3.04,121,28,67,25,14,4.86,115,22253,12,48,12,57,33,18,5,148,1
CUST00762,29,33563.0,88.0,95,352.31,41048.62,16.59,74,116,24,42,0,2.04,347,34889,13,0,27,63,24,16,8,98,1
CUST00763,27,110324.0,98.0,28,1156.77,32507.61,22.72,107,51,62,21,10,1.07,8,45678,9,21,0,55,16,12,11,165,1
CUST00764,49,27847.0,86.0,70,32.14,21064.69,4.63,124,4,95,20,10,3.18,265,29798,3,13,42,11,32,13,3,68,1
CUST00765,33,44155.0,3.0,41,864.94,23009.83,24.22,100,79,29,0,12,3.83,271,4681,4,44,41,34,22,10,12,62,0
CUST00766,25,97671.0,76.0,16,853.37,12981.03,11.6,43,17,44,36,8,4.16,249,14755,5,5,49,70,8,9,11,49,0
CUST00767,55,134891.0,92.0,68,754.77,37655.29,23.67,119,108,89,12,4,1.77,105,472,6,64,59,5,5,6,12,11,0
CUST00768,29,101310.0,30.0,99,1188.33,25741.16,17.08,23,74,60,20,4,2.05,263,32881,9,20,0,64,1,9,12,68,0
CUST00769,41,149691.0,90.0,48,388.02,16178.56,7.89,37,23,99,45,12,3.05,224,13690,13,3,50,79,37,0,10,72,0
CUST00770,45,52707.0,21.0,56,421.17,29883.3,5.11,134,18,50,8,11,2.32,328,25912,11,2,15,59,8,13,5,43,1
CUST00771,25,99537.0,28.0,64,113.15,49787.58,7.94,65,129,97,16,4,4.44,271,6473,12,29,38,67,2,2,6,51,1
CUST00772,45,109155.0,90.0,59,542.5,21876.06,2.78,134,35,8,46,5,2.9,165,41298,4,30,14,28,15,12,0,8,1
CUST00773,53,18281.0,62.0,90,328.04,46050.43,4.02,22,64,75,20,1,4.2,83,18669,14,33,32,37,24,1,4,192,1
CUST00774,43,94260.0,33.0,62,425.2,17381.84,3.06,105,59,1,30,5,3.32,295,33964,14,19,52,21,23,16,3,117,1
CUST00775,25,82178.0,85.0,76,1004.79,2925.69,10.86,88,1,4,38,13,4.09,134,16462,6,53,16,7,28,2,12,9,0
CUST00776,67,51997.0,35.0,11,1123.87,10371.26,19.99,125,131,61,21,10,2.33,211,20943,13,24,5,62,39,14,12,45,0
CUST00777,45,137273.0,52.0,89,239.17,21051.02,3.96,79,67,68,11,3,4.33,313,38785,1,14,30,12,25,7,12,102,1
CUST00778,45,144945.0,34.0,18,459.56,11137.82,3.69,90,37,51,5,7,2.1,92,35420,2,37,68,26,37,5,9,185,0
CUST00779,54,63272.0,41.0,19,1115.78,211.31,16.26,51,29,85,15,12,3.18,337,10832,8,22,39,17,34,8,14,36,0
CUST00780,58,107393.0,51.0,87,92.93,45767.08,5.33,102,89,4,25,10,1.86,127,5385,4,51,29,17,22,10,14,51,1
CUST00781,53,79212.0,47.0,55,128.99,42225.19,2.89,106,100,58,4,8,2.9,191,30362,10,65,68,76,3,1,1,98,1
CUST00782,44,138030.0,82.0,82,212.09,37166.15,4.59,60,122,67,8,8,2.27,159,14708,7,56,75,61,13,8,1,80,0
CUST00783,34,74503.0,58.0,26,722.35,8557.17,23.13,46,90,8,45,7,2.07,331,23438,4,56,6,13,38,17,1,12,0
CUST00784,26,24570.0,75.0,6,197.56,6194.11,20.63,36,132,92,39,2,4.87,335,17211,14,78,12,10,6,18,6,133,1
CUST00785,50,86785.0,57.0,4,1162.33,3566.72,9.17,11,14,21,13,9,1.64,10,14571,9,51,3,16,7,17,10,185,0
CUST00786,37,27110.0,23.0,29,547.12,36256.65,16.57,12,131,26,43,10,4.15,107,21307,9,34,49,50,18,4,12,100,1
CUST00787,30,97141.0,48.0,59,611.79,46454.64,13.66,39,85,9,41,10,4.94,87,11002,4,73,2,13,1,17,10,127,1
CUST00788,45,30115.0,22.0,98,311.06,21640.68,17.09,139,21,79,29,3,1.08,67,36153,13,13,11,56,0,11,3,47,1
CUST00789,65,57062.0,17.0,17,575.73,6133.21,17.23,36,26,60,25,0,3.8,62,22440,8,13,64,5,37,3,14,159,0
CUST00790,46,40911.0,69.0,43,801.06,25717.16,15.9,52,41,50,44,8,2.01,146,1965,6,32,26,56,12,14,5,10,0
CUST00791,30,122061.0,11.0,80,906.39,17571.83,7.02,31,122,9,28,4,1.16,153,32556,1,51,49,3,23,10,6,80,0
CUST00792,63,50556.0,94.0,66,909.56,18866.28,1.46,33,38,5,18,5,2.61,107,2427,7,0,76,10,31,18,8,4,0
CUST00793,52,146335.0,15.0,34,701.91,31142.27,11.66,141,88,61,46,2,4.74,148,35609,1,33,16,73,29,4,10,5,1
